OBJECTID,adcode,name,编码,省份,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡,type1,type2,Shape_Length,Shape_Area
1,110000,北京市,11000000,北京市,51,157,23,297,0,1,,,7.791988055957414,1.7391013439945038
2,120000,天津市,12000000,天津市,101,228,9,79,0,1,,,6.56761331170688,1.2798090601840222
3,130000,河北省,13000000,河北省,44,117,14,171,0,1,,,43.05924937022302,19.75568856485794
4,140000,山西省,14000000,山西省,22,54,6,96,0,0,,,22.739040243042034,15.989232281120122
5,150000,内蒙古自治区,15000000,内蒙古自治区,6,9,3,49,0,0,,,129.04214063312202,128.8856826351968
6,210000,辽宁省,21000000,辽宁省,47,169,5,94,0,0,,,28.924995398408235,15.880823107873054
7,220000,吉林省,22000000,吉林省,29,71,6,65,1,1,,,36.19528641305088,21.31945845723598
8,230000,黑龙江省,23000000,黑龙江省,88,210,50,277,0,3,,,63.587145575516494,54.6714001263124
9,310000,上海市,31000000,上海市,94,166,15,269,0,1,,,6.50718040506812,0.7291148367789883
10,320000,江苏省,32000000,江苏省,34,59,35,408,0,0,,,23.1597384105639,10.006161827735294
11,330000,浙江省,33000000,浙江省,236,422,52,1006,0,0,,,21.650717661964322,9.855202993482473
12,340000,安徽省,34000000,安徽省,78,141,74,665,0,0,,,26.298905816178067,13.350318977264505
13,350000,福建省,35000000,福建省,45,94,9,224,0,0,,,24.98990269504824,11.221573071393916
14,360000,江西省,36000000,江西省,73,249,61,661,0,0,,,24.428570394270007,15.271025546749568
15,370000,山东省,37000000,山东省,48,96,36,379,0,0,,,28.185542681962506,15.803268558395285
16,410000,河南省,41000000,河南省,307,654,63,914,1,3,,,27.37052248229922,16.131381088163995
17,420000,湖北省,42000000,湖北省,2622,21261,2447,22112,69,618,,,31.28070211636066,17.58445001878153
18,430000,湖南省,43000000,湖南省,122,183,61,772,0,0,,,31.661880230200726,19.36849652528964
19,440000,广东省,44140000,广东省,71,170,74,1018,1,1,,,34.38159706854542,15.985167543602977
20,450000,广西壮族自治区,45000000,广西壮族自治区,142,340,4,172,0,0,,,31.035656040794393,21.04853302763118
21,460000,海南省,46000000,海南省,53,150,11,111,1,2,,,14.93261544529402,3.3859270432704545
22,500000,重庆市,50000000,重庆市,177,408,22,411,0,2,,,23.74482738849844,7.709646471318434
23,510000,四川省,51000000,四川省,157,409,23,344,0,1,,,53.68580421259556,45.76975667724359
24,520000,贵州省,52000000,贵州省,38,54,8,77,0,1,,,29.749737997890787,16.001778809586497
25,530000,云南省,53000000,云南省,50,123,7,135,0,0,,,51.4550868367449,34.27715852268181
26,540000,西藏自治区,54000000,西藏自治区,0,0,0,1,0,0,,,70.65248729867406,114.22635582941024
27,610000,陕西省,61000000,陕西省,70,260,11,184,0,0,,,35.42429538779733,20.385755736771078
28,620000,甘肃省,62000000,甘肃省,6,21,8,70,0,0,,,74.55372891928658,43.65255526142007
29,630000,青海省,62000000,青海省,0,0,0,18,0,0,,,56.96203279850042,69.39847930769355
30,640000,宁夏回族自治区,64000000,宁夏回族自治区,6,45,3,43,0,0,,,16.537998028984457,5.288977125681047
31,650000,新疆维吾尔自治区,65000000,新疆维吾尔自治区,16,39,3,39,0,0,,,80.72368260632543,175.10146009842805
32,710000,台湾省,71000000,台湾省,0,0,5,16,0,0,,,9.350549086097068,3.381774533788389
33,810000,香港特别行政区,81000000,香港特别行政区,0,0,3,24,0,1,,,1.9714110570471242,0.10906663857198397
34,820000,澳门特别行政区,82000000,澳门特别行政区,0,0,0,10,0,0,,,0.25348568866250076,0.0025663046660034097
